,Air Temperature °F,Avg. Wind Direction °,Avg. Wind Speed mph,Dew Point °F,Freeze Point #3 °F,Freeze Point 1 °F,Freeze Point 2 °F,Freeze Point Approach °F,Freeze Point Bridge A °F,Freeze Point Bridge [index],Freeze Point Bridge °F,Freeze Point °F,Freezing Temp. Approach °F,Freezing Temperature Approach °F,Freezing Temperature °F,Friction Approach N/A,Friction Bridge N/A,Friction N/A,Gust Wind Direction °,Gust Wind Speed mph,Max Air Temperature °F,Min Air Temperature °F,Precipitation End Time timestamp,Precipitation Situation [logic],Precipitation Start Time timestamp,Precipitation Yes/No [logic],Rel. Humidity %,Road Condition # 3 [logic],Road Condition 1 [logic],Road Condition 2 [logic],Road Condition Approach [logic],Road Condition Bridge A [logic],Road Condition Bridge [logic],Road Condition [logic],Road Temp #3 °F,Road Temp Bridge °F,Road Temp. 1 °F,Road Temp. 2 °F,Road Temp. Approach °F,Road Temp. Bridge A °F,Road Temp. Bridge °F,Road Temperature Approach °F,Road Temperature Bridge °F,Saline Concentration %,Saline Concentration Approach %,Saline Concentration Bridge  %,Saline Concentration Bridge %,Saline Concentration Bridge [rate],Spot Wind Direction °,Sub Surface Temperature °F,SubSurface Temperature °F,Subsurface Temperature  °F,Subsurface Temperature 1 °F,Subsurface Temperature Approach °F,Surface Salinity #3 %,Surface Salinity 1 %,Surface Salinity 2 %,Surface Salinity Approach %,Surface Salinity Bridge %,Surface Salinity Bridge A %,Surface Temperature Approach °F,Surface Temperature °F,Visibility m,Water Film  Approach mil,Water Film  mil,Water Film Approach mil,Water Film Height Approach mil,Water Film Height Bridge mil,WaterFilm Height Bridge mil,Wet Bulb Temperature °F,Wind Speed mph,date_time
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.50,,87.29,,,,,,,,,,,,48.56,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 19:41:00
,65.30,115.00,7.83,28.04,,,,,,,,,,,,,,,138.00,12.30,65.66,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,24.00,,3.00,3.00,,,,,,,88.34,91.94,,,,,,,,,,,105.00,,,,,,,,,,,,,,,,,,,,,51.62,8.72,2016/04/14 19:50:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.42,,87.39,,,,,,,,,,,,48.58,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 19:51:00
,64.58,90.00,8.50,28.22,,,,,,,,,,,,,,,110.00,14.32,66.02,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,25.00,,3.00,3.00,,,,,,,87.80,92.12,,,,,,,,,,,92.00,,,,,,,,,,,,,,,,,,,,,51.08,10.29,2016/04/14 20:00:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,85.24,,87.41,,,,,,,,,,,,48.59,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 20:01:00
,65.12,145.00,6.71,27.86,,,,,,,,,,,,,,,130.00,14.32,66.02,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,24.00,,3.00,3.00,,,,,,,87.62,90.86,,,,,,,,,,,152.00,,,,,,,,,,,,,,,,,,,,,51.44,9.17,2016/04/14 20:10:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,84.66,,86.82,,,,,,,,,,,,48.61,,,,,,,,,,,,,0.00,,,0.26,,,2016/04/14 20:11:00
,65.84,110.00,10.74,30.92,,,,,,,,,,,,,,,115.00,15.21,66.02,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,26.00,,3.00,3.00,,,,,,,85.28,90.14,,,,,,,,,,,110.00,,,,,,,,,,,,,,,,,,,,,51.98,6.26,2016/04/14 20:20:00
,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,10.00,,20.00,,,,,,84.12,,86.35,,,,,,,,,,,,48.62,,,,,,,,,,,,,0.10,,,0.26,,,2016/04/14 20:21:00
,66.02,110.00,8.05,30.74,,,,,,,,,,,,,,,99.00,12.75,66.20,37.40,2016/04/11 12:41:03,,2016/04/11 12:39:05,2.00,26.00,,3.00,3.00,,,,,,,79.70,85.46,,,,,,,,,,,143.00,,,,,,,,,,,,,,,,,,,,,52.16,6.04,2016/04/14 20:30:00
,71.24,20.00,7.83,37.58,,,,,,,,,,,,,,,19.00,13.65,71.24,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,97.34,,97.88,,,,,,,,21.00,,,,,,,,,,,,,,,,,,,,,55.94,6.93,2016/04/14 19:00:00
,71.06,30.00,8.72,37.40,,,,,,,,,,,,,,,21.00,13.42,71.42,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,98.24,,98.78,,,,,,,,42.00,,,,,,,,,,,,,,,,,,,,,55.94,9.17,2016/04/14 19:10:00
,71.78,20.00,5.37,38.48,,,,,,,,,,,,,,,15.00,14.32,71.78,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,97.88,,98.60,,,,,,,,11.00,,,,,,,,,,,,,,,,,,,,,56.48,8.72,2016/04/14 19:20:00
,71.96,20.00,7.38,38.48,,,,,,,,,,,,,,,45.00,17.00,72.32,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,97.70,,97.70,,,,,,,,64.00,,,,,,,,,,,,,,,,,,,,,56.66,9.84,2016/04/14 19:30:00
,71.78,65.00,4.47,38.48,,,,,,,,,,,,,,,53.00,11.41,72.32,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,96.62,,96.62,,,,,,,,61.00,,,,,,,,,,,,,,,,,,,,,56.48,2.91,2016/04/14 19:40:00
,72.68,20.00,5.82,39.38,,,,,,,,,,,,,,,18.00,10.74,72.68,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,96.08,,95.72,,,,,,,,73.00,,,,,,,,,,,,,,,,,,,,,57.20,7.83,2016/04/14 19:50:00
,71.24,55.00,7.61,37.76,,,,,,,,,,,,,,,48.00,12.53,72.68,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,29.00,,,,3.00,,3.00,,,,,,96.08,,96.62,,,,,,,,57.00,,,,,,,,,,,,,,,,,,,,,56.12,7.16,2016/04/14 20:00:00
,71.78,25.00,6.93,38.66,,,,,,,,,,,,,,,51.00,11.41,72.68,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,30.00,,,,3.00,,3.00,,,,,,94.82,,95.72,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,56.48,7.16,2016/04/14 20:10:00
,71.42,30.00,5.14,38.66,,,,,,,,,,,,,,,54.00,11.86,72.68,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,30.00,,,,3.00,,3.00,,,,,,94.64,,94.64,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,56.30,4.47,2016/04/14 20:20:00
,71.24,95.00,6.71,38.48,,,,,,,,,,,,,,,14.00,11.41,72.68,42.62,2010/02/27 06:17:43,,2010/02/27 06:14:20,2.00,30.00,,,,3.00,,3.00,,,,,,94.46,,93.56,,,,,,,,103.00,,,,,,,,,,,,,,,,,,,,,56.30,7.83,2016/04/14 20:30:00
,64.40,100.00,3.58,28.58,,,,,,,,,,,,,,,90.00,12.30,64.40,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,85.64,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,51.08,0.00,2016/04/14 19:00:00
,63.50,130.00,7.61,27.50,,,,,,,,,,,,,,,144.00,12.08,64.40,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,85.64,,,,,,,,83.00,,,,,,,,,,,,,,,,,,,,,50.36,7.83,2016/04/14 19:10:00
,64.40,60.00,2.68,28.22,,,,,,,,,,,,,,,129.00,11.18,64.40,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,85.46,,,,,,,,52.00,,,,,,,,,,,,,,,,,,,,,51.08,1.34,2016/04/14 19:20:00
,64.76,125.00,3.13,28.40,,,,,,,,,,,,,,,44.00,12.08,65.30,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,84.92,,,,,,,,98.00,,,,,,,,,,,,,,,,,,,,,51.26,4.03,2016/04/14 19:30:00
,64.40,75.00,3.80,28.94,,,,,,,,,,,,,,,161.00,12.53,65.30,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,85.28,,,,,,,,102.00,,,,,,,,,,,,,,,,,,,,,51.08,2.46,2016/04/14 19:40:00
,65.48,100.00,2.91,29.84,,,,,,,,,,,,,,,92.00,11.41,65.48,32.18,,,,2.00,26.00,,,,,,3.00,,,,,,,,84.74,,,,,,,,114.00,,,,,,,,,,,,,,,,,,,,,51.80,5.59,2016/04/14 19:50:00
,65.48,75.00,4.25,30.20,,,,,,,,,,,,,,,134.00,15.66,65.48,32.18,,,,2.00,26.00,,,,,,3.00,,,,,,,,85.10,,,,,,,,118.00,,,,,,,,,,,,,,,,,,,,,51.80,5.14,2016/04/14 20:00:00
,65.48,105.00,5.37,29.84,,,,,,,,,,,,,,,159.00,10.29,65.66,32.18,,,,2.00,26.00,,,,,,3.00,,,,,,,,84.20,,,,,,,,70.00,,,,,,,,,,,,,,,,,,,,,51.80,4.70,2016/04/14 20:10:00
,65.84,125.00,4.70,30.02,,,,,,,,,,,,,,,73.00,9.84,66.02,32.18,,,,2.00,26.00,,,,,,3.00,,,,,,,,84.74,,,,,,,,156.00,,,,,,,,,,,,,,,,,,,,,51.98,3.13,2016/04/14 20:20:00
,66.02,105.00,4.92,30.20,,,,,,,,,,,,,,,71.00,9.84,66.20,32.18,,,,2.00,25.00,,,,,,3.00,,,,,,,,84.38,,,,,,,,77.00,,,,,,,,,,,,,,,,,,,,,52.16,2.68,2016/04/14 20:30:00
,72.32,40.00,4.03,39.20,,,,,,,,,,,,,,,66.00,10.51,73.04,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,29.00,,,,3.00,,3.00,,,,,,112.10,,108.14,,,,,,,,51.00,,58.64,,,,,,,,,,,,,,,,,,,57.02,6.93,2016/04/14 19:00:00
,73.22,90.00,7.83,40.10,,,,,,,,,,,,,,,102.00,13.20,73.40,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,109.22,,107.42,,,,,,,,72.00,,58.64,,,,,,,,,,,,,,,,,,,57.56,4.70,2016/04/14 19:10:00
,72.14,20.00,4.70,39.02,,,,,,,,,,,,,,,56.00,12.53,73.40,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,111.02,,107.42,,,,,,,,41.00,,58.82,,,,,,,,,,,,,,,,,,,56.84,4.25,2016/04/14 19:20:00
,72.50,45.00,2.46,39.74,,,,,,,,,,,,,,,77.00,12.08,73.40,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,112.10,,106.88,,,,,,,,309.00,,58.82,,,,,,,,,,,,,,,,,,,57.02,2.91,2016/04/14 19:30:00
,72.68,55.00,7.16,40.28,,,,,,,,,,,,,,,61.00,11.63,73.40,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,110.30,,106.34,,,,,,,,56.00,,59.00,,,,,,,,,,,,,,,,,,,57.38,5.82,2016/04/14 19:40:00
,73.22,75.00,3.80,40.64,,,,,,,,,,,,,,,42.00,11.86,73.40,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,110.48,,107.24,,,,,,,,41.00,,59.00,,,,,,,,,,,,,,,,,,,57.56,3.36,2016/04/14 19:50:00
,73.76,20.00,6.26,41.18,,,,,,,,,,,,,,,92.00,9.17,74.30,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,109.94,,106.52,,,,,,,,35.00,,59.00,,,,,,,,,,,,,,,,,,,58.10,7.61,2016/04/14 20:00:00
,73.94,85.00,6.26,41.54,,,,,,,,,,,,,,,102.00,10.51,74.30,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,31.00,,,,3.00,,3.00,,,,,,108.32,,105.80,,,,,,,,120.00,,59.18,,,,,,,,,,,,,,,,,,,58.28,2.68,2016/04/14 20:10:00
,72.68,55.00,8.28,40.28,,,,,,,,,,,,,,,45.00,12.53,74.30,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,30.00,,,,3.00,,3.00,,,,,,107.06,,104.54,,,,,,,,36.00,,59.18,,,,,,,,,,,,,,,,,,,57.38,8.72,2016/04/14 20:20:00
,73.58,50.00,6.04,41.18,,,,,,,,,,,,,,,34.00,12.75,74.30,42.80,2012/04/08 09:59:35,,2012/04/08 09:56:21,2.00,31.00,,,,3.00,,3.00,,,,,,106.52,,104.54,,,,,,,,83.00,,59.18,,,,,,,,,,,,,,,,,,,58.10,5.82,2016/04/14 20:30:00
,66.74,100.00,9.62,24.80,,,,,,,,,,,,,,,79.00,19.24,67.46,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,20.00,,,,3.00,3.00,3.00,,,,,,93.92,90.50,91.94,,,,,,,,110.00,55.04,,,,,,,,,,,,,,,,,,,,52.52,8.50,2016/04/14 19:00:00
,67.64,120.00,8.28,26.24,,,,,,,,,,,,,,,107.00,14.54,67.64,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,20.00,,,,3.00,3.00,3.00,,,,,,94.82,90.68,91.76,,,,,,,,132.00,55.04,,,,,,,,,,,,,,,,,,,,52.88,8.72,2016/04/14 19:10:00
,66.92,90.00,12.08,22.28,,,,,,,,,,,,,,,93.00,16.78,67.64,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,18.00,,,,3.00,3.00,3.00,,,,,,93.56,90.68,91.58,,,,,,,,77.00,55.04,,,,,,,,,,,,,,,,,,,,52.52,11.86,2016/04/14 19:20:00
,67.82,95.00,7.61,24.62,,,,,,,,,,,,,,,66.00,16.33,68.00,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,19.00,,,,3.00,3.00,3.00,,,,,,93.74,90.50,91.58,,,,,,,,96.00,55.22,,,,,,,,,,,,,,,,,,,,53.24,8.72,2016/04/14 19:30:00
,68.00,70.00,9.62,25.88,,,,,,,,,,,,,,,91.00,14.54,68.54,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,20.00,,,,3.00,3.00,3.00,,,,,,93.38,90.14,91.58,,,,,,,,58.00,55.40,,,,,,,,,,,,,,,,,,,,53.24,7.16,2016/04/14 19:40:00
,67.82,60.00,8.72,26.60,,,,,,,,,,,,,,,75.00,16.55,68.54,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,20.00,,,,3.00,3.00,3.00,,,,,,93.02,90.32,91.22,,,,,,,,70.00,55.40,,,,,,,,,,,,,,,,,,,,53.06,8.72,2016/04/14 19:50:00
,67.64,90.00,8.72,26.24,,,,,,,,,,,,,,,72.00,20.13,68.54,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,21.00,,,,3.00,3.00,3.00,,,,,,92.84,89.60,91.04,,,,,,,,84.00,55.58,,,,,,,,,,,,,,,,,,,,53.06,6.26,2016/04/14 20:00:00
,68.18,105.00,9.84,27.14,,,,,,,,,,,,,,,50.00,18.12,68.90,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,21.00,,,,3.00,3.00,3.00,,,,,,92.48,89.60,90.86,,,,,,,,100.00,55.58,,,,,,,,,,,,,,,,,,,,53.42,8.05,2016/04/14 20:10:00
,68.00,80.00,11.86,27.50,,,,,,,,,,,,,,,74.00,17.67,68.90,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,21.00,,,,3.00,3.00,3.00,,,,,,91.58,88.88,90.32,,,,,,,,69.00,55.58,,,,,,,,,,,,,,,,,,,,53.24,6.04,2016/04/14 20:20:00
,68.72,85.00,10.07,29.30,,,,,,,,,,,,,,,94.00,15.66,69.80,40.82,2016/04/14 07:01:55,,2016/04/14 06:59:53,2.00,22.00,,,,3.00,3.00,3.00,,,,,,92.48,88.70,89.96,,,,,,,,110.00,55.58,,,,,,,,,,,,,,,,,,,,53.78,9.17,2016/04/14 20:30:00
,63.32,90.00,13.20,30.56,,,,,,,,,,,,,,,78.00,16.78,64.76,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,28.00,,,,3.00,,,,,,,,84.74,,,,,,,,,,93.00,51.44,,,,,,,,,,,,,,,,,,,,50.54,14.99,2016/04/14 19:00:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,82.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:01:00
,63.86,90.00,11.86,30.74,,,,,,,,,,,,,0.82,,75.00,17.22,64.76,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,28.00,,,,3.00,,10.00,,,82.50,,,85.10,,,,,,,,,,86.00,51.62,,,,,,,,,,,,,,,,,,,0.00,50.90,11.63,2016/04/14 19:10:00
,63.86,75.00,11.63,31.64,,,,,,,,,,,,,,,76.00,16.55,64.76,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,29.00,,,,3.00,,,,,,,,84.74,,,,,,,,,,72.00,51.80,,,,,,,,,,,,,,,,,,,,50.90,8.28,2016/04/14 19:20:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,82.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:21:00
,64.76,75.00,9.40,32.72,,,,,,,,,,,,,,,79.00,14.99,64.94,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,30.00,,,,3.00,,,,,,,,85.28,,,,,,,,,,89.00,51.80,,,,,,,,,,,,,,,,,,,,51.62,9.40,2016/04/14 19:30:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,82.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:31:00
,64.22,100.00,12.30,32.18,,,,,,,,,,,,,,,88.00,15.88,64.94,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,30.00,,,,3.00,,,,,,,,84.56,,,,,,,,,,85.00,51.98,,,,,,,,,,,,,,,,,,,,51.26,14.76,2016/04/14 19:40:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,82.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 19:41:00
,64.04,65.00,9.62,32.72,,,,,,,,,,,,,,,80.00,21.47,64.94,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,30.00,,,,3.00,,,,,,,,84.92,,,,,,,,,,62.00,51.98,,,,,,,,,,,,,,,,,,,,51.26,7.16,2016/04/14 19:50:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,82.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,2016/04/14 19:51:00
,65.30,45.00,5.14,34.16,,,,,,,,,,,,,,,84.00,14.54,65.30,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,31.00,,,,3.00,,,,,,,,84.38,,,,,,,,,,49.00,52.16,,,,,,,,,,,,,,,,,,,,52.16,4.25,2016/04/14 20:00:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,81.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 20:01:00
,64.22,90.00,10.29,32.72,,,,,,,,,,,,,,,95.00,18.57,65.30,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,30.00,,,,3.00,,,,,,,,83.66,,,,,,,,,,116.00,52.16,,,,,,,,,,,,,,,,,,,,51.26,11.18,2016/04/14 20:10:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,81.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 20:11:00
,64.76,70.00,6.26,33.98,,,,,,,,,,,,,,,85.00,14.32,65.30,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,31.00,,,,3.00,,,,,,,,82.94,,,,,,,,,,49.00,52.34,,,,,,,,,,,,,,,,,,,,51.80,5.37,2016/04/14 20:20:00
,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,81.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,2016/04/14 20:21:00
,64.58,65.00,6.71,33.80,,,,,,,,,,,,,,,87.00,13.65,65.30,34.52,2016/04/14 06:46:01,,2016/04/14 06:44:19,2.00,31.00,,,,3.00,,,,,,,,82.94,,,,,,,,,,63.00,52.52,,,,,,,,,,,,,,,,,,,,51.62,6.93,2016/04/14 20:30:00
,65.66,50.00,6.71,30.02,,,,,,,,,,,,,,,78.00,12.75,66.56,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,26.00,,,,3.00,,3.00,,,,,,103.28,,98.78,,,,,,,,56.00,56.84,,,,,,,,,,,,,,,,,,,,51.98,9.17,2016/04/14 19:00:00
,66.02,85.00,6.71,29.30,,,,,,,,,,,,,,,82.00,14.32,66.74,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,25.00,,,,3.00,,3.00,,,,,,102.92,,98.96,,,,,,,,94.00,57.02,,,,,,,,,,,,,,,,,,,,52.16,4.70,2016/04/14 19:10:00
,66.20,70.00,6.26,29.30,,,,,,,,,,,,,,,66.00,14.54,66.74,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,24.00,,,,3.00,,3.00,,,,,,103.28,,98.60,,,,,,,,64.00,57.02,,,,,,,,,,,,,,,,,,,,52.16,9.40,2016/04/14 19:20:00
,67.28,65.00,4.25,29.48,,,,,,,,,,,,,,,64.00,12.08,67.46,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,24.00,,,,3.00,,3.00,,,,,,103.28,,98.96,,,,,,,,54.00,57.20,,,,,,,,,,,,,,,,,,,,52.88,3.58,2016/04/14 19:30:00
,67.10,55.00,5.82,29.84,,,,,,,,,,,,,,,54.00,12.53,67.82,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,24.00,,,,3.00,,3.00,,,,,,102.74,,98.96,,,,,,,,17.00,57.38,,,,,,,,,,,,,,,,,,,,52.88,5.82,2016/04/14 19:40:00
,66.92,105.00,9.62,28.94,,,,,,,,,,,,,,,116.00,18.57,68.00,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,23.00,,,,3.00,,3.00,,,,,,103.10,,96.80,,,,,,,,61.00,57.56,,,,,,,,,,,,,,,,,,,,52.70,7.61,2016/04/14 19:50:00
,66.74,90.00,8.95,28.76,,,,,,,,,,,,,,,85.00,18.12,68.00,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,23.00,,,,3.00,,3.00,,,,,,101.30,,96.80,,,,,,,,79.00,57.56,,,,,,,,,,,,,,,,,,,,52.52,9.17,2016/04/14 20:00:00
,67.64,95.00,8.50,29.48,,,,,,,,,,,,,,,122.00,17.45,68.00,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,23.00,,,,3.00,,3.00,,,,,,101.30,,95.72,,,,,,,,95.00,57.74,,,,,,,,,,,,,,,,,,,,53.06,7.38,2016/04/14 20:10:00
,66.38,70.00,6.26,28.04,,,,,,,,,,,,,,,84.00,14.54,68.00,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,23.00,,,,3.00,,3.00,,,,,,100.58,,96.62,,,,,,,,102.00,57.92,,,,,,,,,,,,,,,,,,,,52.16,8.28,2016/04/14 20:20:00
,67.46,65.00,6.49,29.66,,,,,,,,,,,,,,,115.00,13.87,68.00,36.14,2016/04/11 18:44:44,,2016/04/11 18:42:43,2.00,24.00,,,,3.00,,3.00,,,,,,100.58,,96.26,,,,,,,,100.00,57.92,,,,,,,,,,,,,,,,,,,,53.06,4.47,2016/04/14 20:30:00
,62.60,130.00,10.51,33.44,,,,,,,,,,,,,,,90.00,17.00,63.14,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,92.12,,99.68,,,,,,,,138.00,,53.96,,,,,,,,,,,,,,,,,,,50.54,10.29,2016/04/14 19:00:00
,62.42,100.00,11.18,32.90,,,,,,,,,,,,,,,114.00,17.67,63.14,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,32.00,,,,3.00,,3.00,,,,,,91.22,,98.42,,,,,,,,120.00,,54.14,,,,,,,,,,,,,,,,,,,50.36,7.38,2016/04/14 19:10:00
,63.14,90.00,13.42,33.62,,,,,,,,,,,,,,,111.00,19.69,63.50,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,32.00,,,,3.00,,3.00,,,,,,90.68,,98.24,,,,,,,,85.00,,54.14,,,,,,,,,,,,,,,,,,,50.90,13.87,2016/04/14 19:20:00
,62.24,90.00,10.96,32.36,,,,,,,,,,,,,,,116.00,19.91,63.50,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,32.00,,,,3.00,,3.00,,,,,,91.58,,98.60,,,,,,,,90.00,,54.50,,,,,,,,,,,,,,,,,,,50.18,12.08,2016/04/14 19:30:00
,62.42,95.00,9.84,33.62,,,,,,,,,,,,,,,125.00,19.24,63.50,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,91.94,,98.96,,,,,,,,88.00,,54.86,,,,,,,,,,,,,,,,,,,50.54,12.97,2016/04/14 19:40:00
,63.50,95.00,12.75,34.34,,,,,,,,,,,,,,,109.00,19.69,63.68,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,91.40,,98.24,,,,,,,,103.00,,54.50,,,,,,,,,,,,,,,,,,,51.26,17.90,2016/04/14 19:50:00
,62.96,135.00,9.40,33.44,,,,,,,,,,,,,,,104.00,18.57,63.68,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,32.00,,,,3.00,,3.00,,,,,,91.58,,98.42,,,,,,,,136.00,,54.50,,,,,,,,,,,,,,,,,,,50.72,10.29,2016/04/14 20:00:00
,63.50,105.00,9.62,34.16,,,,,,,,,,,,,,,97.00,16.78,64.04,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,91.58,,97.52,,,,,,,,99.00,,55.22,,,,,,,,,,,,,,,,,,,51.08,12.97,2016/04/14 20:10:00
,63.50,100.00,11.86,34.34,,,,,,,,,,,,,,,109.00,17.90,64.04,33.98,2016/04/14 12:11:19,,2016/04/14 12:09:21,2.00,33.00,,,,3.00,,3.00,,,,,,90.32,,96.62,,,,,,,,107.00,,55.04,,,,,,,,,,,,,,,,,,,51.26,6.26,2016/04/14 20:20:00
